;class;message;stemmed;not_stemmed
3459;ham;Have your lunch and come quickly and open the door:);lunch come quickli open door;have your lunch and come quickly and open the door
3460;spam;Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net;heard number call night knicker make beg like last time phonenumb ex lug httpaddr;not heard from you number a while call me now am here all night with just my knickers on make me beg for it like you did last time phonenumber ex lug httpaddr
3461;ham;I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love;back bit long co accid number divert via wadebridg brilliant weekend thank speak soon lot love;i am back bit long cos of accident on a number had to divert via wadebridge i had a brilliant weekend thanks speak soon lots of love
3462;ham;K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...;k jim liao sat go number bug one number number den hop marco number nb sun go cine number number den hop met number hip hop number;k i can jim liao sat we can go number bugs will one from number to number den hop to marco number nb sun can go cine from number to number den hop to or met number hip hop at number
3463;spam;Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com;bloomer messag center number wait appli futur httpaddr httpaddr;bloomers message center number why wait apply for your future httpaddr httpaddr
3464;ham;i am seeking a lady in the street and a freak in the sheets. Is that you?;seek ladi street freak sheet;i am seeking a lady in the street and a freak in the sheets is that you
3465;ham;My phone;phone;my phone
3466;ham;Haha figures, well I found the piece and priscilla's bowl;hah figur well found piec priscilla bowl;hah figures well i found the piece and priscilla s bowl
3467;ham;Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though;actual fuck whatev find excus tampa point januari though;actually fuck that just do whatever do find an excuse to be in tampa at some point before january though
3468;spam;URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only;urgent tri contact u today draw show moneysymb number prize guarante call phonenumb land line claim number valid number;urgent we are trying to contact u today draw shows that you have won a moneysymb number prize guaranteed call phonenumber from land line claim m number valid number his only
3469;ham;yay! finally lol. i missed our cinema trip last week :-(;say final lot miss cinema trip last week;say finally lot i missed our cinema trip last week
3470;ham;All day working day:)except saturday and sunday..;day work day except saturday sunday;all day working day except saturday and sunday
3471;ham;aathi..where are you dear..;lathi dear;lathi where are you dear
3472;ham;"Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams";heart empti without love mind empti without wisdom eye r empti without dream amp life empti without find alway touch good night amp sweet dream;heart is empty without love mind is empty without wisdom eyes r empty without dreams amp life is empty without finds so always be in touch good night amp sweet dreams
3473;ham;I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there.;think wait bu inform get ever get;i think i m waiting for the same bus inform me when you get there if you ever get there
3474;ham;You getting back any time soon?;get back time soon;you getting back any time soon
3475;ham;, how's things? Just a quick question.;thing quick question;how s things just a quick question
3476;ham;Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng;night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay guy ming;night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay guy ming
3477;ham;"I can probably come by, everybody's done around  &lt;#&gt;  right?";probabl come everybodi done around lt right;i can probably come by everybody s done around lt it right
3478;ham;"I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.";got new year co retun said want surpris see money return mid januari lt day return period end;i got it before the new year cos retune said she wanted to surprise you with it but when i didn't see money i returned it mid january before the lt it day return period ended
3479;ham;I can ask around but there's not a lot in terms of mids up here;ask around lot term miss;i can ask around but there s not a lot in terms of miss up here
3480;ham;Be sure to check your yahoo email. We sent photos yesterday;sure check yahoo email sent photo yesterday;be sure to check your yahoo email we sent photos yesterday
3481;ham;What was she looking for?;look;what was she looking for
3482;ham;Wherre's my boytoy ? :-(;bottom;where s my bottom
3483;spam;Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow;want new video phone number anytim network mind number text five pound per week call phonenumb repli deliveri tomorrow;do you want a new video phone number anytime any network mind number text for only five pounds per week call phonenumber now or reply for delivery tomorrow
3484;ham;Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*;hello love goe day wish well fine babe hope find job prospect miss bottom teas kiss;hello my love how goes that day i wish your well and fine babe and hope that you find some job prospects i miss you bottom a teasing kiss
3485;ham;"Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.";tell bad charact dot like tri chang lt add tat number new year resolut wait ur httpaddr frank good morn;tell my bad character which you dot like in me i all try to change in lt it i all add tat number my new year resolution waiting for ur httpaddr frank good morning
3486;ham;No:-)i got rumour that you going to buy apartment in chennai:-);got rumor go buy apart chennai;no i got rumor that you going to buy apartment in chennai
3487;ham;Yeah, probably earlier than that;yeah probabl earlier;yeah probably earlier than that
3488;ham;Change windows logoff sound..;chang window logo sound;change windows logo sound
3489;ham;Still i have not checked it da. . .;still check;still i have not checked it a
3490;ham;I'm also came to room.;also came room;i m also came to room
3491;ham;Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  ;huh got lesson number lei n think go earlier n tot parkin kent vale;huh but i got lesson at number lei n i was thinking of going to such earlier n i tot of parkin at kent vale
3492;ham;Ok.;ok;ok
3493;ham;"I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free";reach offic around lt decim amp mobil problem get voic call asa free;i will reach office around lt decimal it amp my mobile have problem you can t get my voice so call you asa i all free
